sample_ID	campaign	station	event	date_time	latitude	longitude	depth	sample_method	biome	ocean_region	biogeographic_province	size_fraction	depth_nominal	temperature	SST	SST_grad	O2	NO3	NO2	NO3NO2	PO43	SiOH4	Fe	NH4	ChlA	ChlA_fluo	fluorescence	PAR	NPP_C_mean8days	POC	PIC	SSD	bathymetry	coast_distance	Okubo_Weiss	Lyapunov	residence_time	age	salinity	angular_scattering_coef	optical_backscattering_coef	particle_backscattering_coef	optical_attenuation_coef	particle_optical_attenuation_coef	depth_mix_layer	depth_ChlA_max	depth_max_Brunt	depth_max_O2	depth_min_O2	depth_nitracline
TARA_A100000005	TARA_20091019Z	TARA_014	NET	2009-10-20T17:27	39.91	12.8266	SRF	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	5	21.6182	20.559598375	0.72074	211.5	0.029376725	0.039985831	0	0.04	0.8	0.001387853	0.009944823	0.03	18.1147	NA	31.545631	NA	42.8190078735352	0.000182669282366987	658	-3617	112.1777	0.178376	0.112674	0	72	38.113	0.000444	-0.000143	0.001391	0.0926	0.071088	35	82	43	38	300	NA
TARA_A100000032	TARA_20091025Z	TARA_016	PUMP	2009-10-27T08:22	37.4956	15.4945	SRF	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	5	20.6606	20.446670875	0.93822	210.1	0.048262811	0.040637217	0	0.04	0.67	0.001387897	0.004815927	0.03	19.3765	NA	30.520855	NA	57.6183929443359	0.000249218617682345	648	-2049	30.1662	-0.010883	NA	3.888889	120	38.133	0.00048	-0.000106	0.001635	0.0894	0.072677	31	72	41	40.333	472.333	NA
TARA_A100000035	TARA_20091025Z	TARA_016	PUMP	2009-10-27T13:50	37.4532	15.4596	DCM	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	65	18.2497	20.4790255	0.9472	220.8	0.048262811	0.040637217	0	0.04	1.34	0.001387897	0.004815927	0.05	19.9997	NA	30.520855	NA	57.0295104980469	0.000245829782215878	648	-2034	29.9948	-0.010883	NA	3.888889	120	38.262	0.000487	-0.0001	0.001675	0.0904	0.073665	31	72	41	40.333	472.333	NA
TARA_A100000038	TARA_20091025Z	TARA_016	PUMP	2009-10-27T08:22	37.4956	15.4945	SRF	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	5	20.6606	20.446670875	0.93822	210.1	0.048262811	0.040637217	0	0.04	0.67	0.001387897	0.004815927	0.03	19.3765	NA	30.520855	NA	57.6183929443359	0.000249218617682345	648	-2049	30.1662	-0.010883	NA	3.888889	120	38.133	0.00048	-0.000106	0.001635	0.0894	0.072677	31	72	41	40.333	472.333	NA
TARA_A100000039	TARA_20091025Z	TARA_016	PUMP	2009-10-27T13:50	37.4532	15.4596	DCM	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	65	18.2497	20.4790255	0.9472	220.8	0.048262811	0.040637217	0	0.04	1.34	0.001387897	0.004815927	0.05	19.9997	NA	30.520855	NA	57.0295104980469	0.000245829782215878	648	-2034	29.9948	-0.010883	NA	3.888889	120	38.262	0.000487	-0.0001	0.001675	0.0904	0.073665	31	72	41	40.333	472.333	NA
TARA_A100000130	TARA_20091025Z	TARA_017	NET	2009-10-28T13:00	36.2749	14.3068	SRF	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	5	NA	21.03021925	2.4781	NA	0.013768388	0.028052955	NA	NA	NA	0.001387889	0.008986401	NA	18.3267	NA	31.029247	NA	44.8671283721924	0.000127822982904036	649	-559	23.5115	-0.5862	0.048917	5.416667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000134	TARA_20091025Z	TARA_017	NET	2009-10-28T14:45	36.253	14.3033	DCM	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	90	NA	21.03021925	2.4781	NA	0.013768388	0.028052955	NA	NA	NA	0.001387889	0.008986401	NA	18.3267	NA	31.029247	NA	43.7937870025635	0.000111427605588688	649	-559	23.5115	-0.5862	0.048917	5.416667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000357	TARA_20091111Z	TARA_024	NET	2009-11-21T13:19	42.4593	17.9594	SRF	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	5	18.6226	16.51419475	0.52321	217.6	0.071094184	0.024026873	0.1	0.01	2.18	0.001387825	0.001503085	0.08	14.1959	NA	16.040476	NA	108.700202941895	0.000318195219733752	575	-334	23.615	NA	0	1.25	0	37.93	0.000672	0.000093	0.002958	0.1639	0.149253	4	44	47	32	164	NA
TARA_A100000360	TARA_20091111Z	TARA_024	NET	2009-11-21T11:35	42.456	17.9393	SRF	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	5	18.1426	16.51419475	0.52321	218.5	0.071094184	0.024026873	0.1	0.01	2.18	0.001387825	0.001503085	0.05	14.1959	NA	17.048246	NA	107.98218536377	0.00025063371140277	575	-334	23.615	NA	0	1.25	0	38.114	0.000567	-0.000012	0.002232	0.1353	0.120698	4	44	47	32	164	NA
TARA_A100000362	TARA_20091111Z	TARA_024	PUMP	2009-11-21T11:10	42.4552	17.9348	SRF	SEQ-(100L-or-15min)_W0.8-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-20	5	18.1426	16.51419475	0.52321	218.5	0.071094184	0.024026873	0.1	0.01	2.18	0.001387825	0.001503085	0.05	14.1959	NA	17.048246	NA	107.98218536377	0.00025063371140277	575	-334	23.615	NA	0	1.25	0	38.114	0.000567	-0.000012	0.002232	0.1353	0.120698	4	44	47	32	164	NA
TARA_A100000393	TARA_20091122Z	TARA_025	PUMP	2009-11-23T09:12	39.3888	19.3905	SRF	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	5	18.3425	18.781528	2.0091	218	0.048666991	0.028696594	0	0.01	1.05	0.001387952	0.002326648	0.03	13.5684	NA	8.818331	481.038	66.7304916381836	9.1601399617503E-05	587	-1273	39.754	0.369749	0	0	120	38.183	0.000429	-0.000149	0.001278	0.082	0.067421	29	54	37.667	33.333	374	NA
TARA_A100000394	TARA_20091122Z	TARA_025	PUMP	2009-11-23T09:12	39.3888	19.3905	SRF	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	5	18.3425	18.781528	2.0091	218	0.048666991	0.028696594	0	0.01	1.05	0.001387952	0.002326648	0.03	13.5684	NA	8.818331	481.038	66.7304916381836	9.1601399617503E-05	587	-1273	39.754	0.369749	0	0	120	38.183	0.000429	-0.000149	0.001278	0.082	0.067421	29	54	37.667	33.333	374	NA
TARA_A100000396	TARA_20091122Z	TARA_025	PUMP	2009-11-23T13:52	39.3991	19.3997	DCM	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	50	15.1613	18.781528	2.035	229.5	0.048666991	0.028696594	0.1	0.07	1.82	0.001387952	0.002326648	0.07	14.0094	NA	8.818331	481.038	72.959285736084	0.000136453396407887	587	-1274	38.5477	0.369749	0	0	120	38.476	0.000412	-0.000168	0.001145	0.0601	0.045513	29	54	37.667	33.333	374	NA
TARA_A100000398	TARA_20091122Z	TARA_025	PUMP	2009-11-23T13:52	39.3991	19.3997	DCM	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	50	15.1613	18.781528	2.035	229.5	0.048666991	0.028696594	0.1	0.07	1.82	0.001387952	0.002326648	0.07	14.0094	NA	8.818331	481.038	72.959285736084	0.000136453396407887	587	-1274	38.5477	0.369749	0	0	120	38.476	0.000412	-0.000168	0.001145	0.0601	0.045513	29	54	37.667	33.333	374	NA
TARA_A100000400	TARA_20091122Z	TARA_025	NET	2009-11-23T09:14	39.3885	19.3906	SRF	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	5	18.3425	18.781528	2.0091	218	0.048666991	0.028696594	0	0.01	1.05	0.001387952	0.002326648	0.03	13.5684	NA	8.818331	481.038	66.7304916381836	9.1601399617503E-05	587	-1273	39.754	0.369749	0	0	120	38.183	0.000429	-0.000149	0.001278	0.082	0.067421	29	54	37.667	33.333	374	NA
TARA_A100000402	TARA_20091122Z	TARA_025	NET	2009-11-23T11:02	39.2143	19.406	SRF	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	5	18.4239	18.44884	2.035	217.5	0.048666991	0.028696594	0	0.01	1.05	0.001387952	0.002326648	0.04	14.0094	NA	8.459997	481.038	62.0338935852051	5.5030559451552E-05	588	-1274	38.5477	0.369749	0	0	120	38.195	0.000451	-0.000127	0.001429	0.0917	0.077133	29	54	37.667	33.333	374	NA
TARA_A100000532	TARA_20091111Z	TARA_022	NET	2009-11-16T19:53	39.8312	17.3952	SRF	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	5	17.3334	17.2661485	0.24977	221.5	0.063348597	0.026501298	0.2	0.02	2.03	0.001388038	0.001792418	0.08	18.0992	4.11862	21.209333	668.371	76.4904479980469	0.000276641309028491	598	-1710	50.6065	0.054261	0	0	120	37.86	0.000666	0.000086	0.002916	0.165	0.137096	9	18	56.333	29.333	371	NA
TARA_A100000534	TARA_20091111Z	TARA_022	PUMP	2009-11-16T08:16	39.8386	17.4155	SRF	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	5	17.0415	17.2639975	0.25972	220.9	0.063348597	0.026501298	0.2	0.02	2.03	0.001388038	0.001792418	0.06	15.3656	4.11862	21.209333	668.371	79.8147506713867	0.000316625737468712	597	-1758	51.2518	0.054261	0	0	120	37.76	0.000725	0.000144	0.003322	0.1652	0.137315	9	18	56.333	29.333	371	NA
TARA_A100000538	TARA_20091111Z	TARA_022	NET	2009-11-16T13:40	39.814	17.4138	SRF	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	5	17.4769	17.363750125	0.29299	221.7	0.063348597	0.026501298	0.2	0.02	2.03	0.001388038	0.001792418	0.08	16.8101	4.11862	21.209333	668.371	79.8147506713867	0.000316625737468712	598	-1728	49.6822	0.054261	0	0	120	37.885	0.00065	0.00007	0.002805	0.1715	0.143578	9	18	56.333	29.333	371	NA
TARA_A100000539	TARA_20091111Z	TARA_022	PUMP	2009-11-16T08:16	39.8386	17.4155	SRF	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	5	17.0415	17.2639975	0.25972	220.9	0.063348597	0.026501298	0.2	0.02	2.03	0.001388038	0.001792418	0.06	15.3656	4.11862	21.209333	668.371	79.8147506713867	0.000316625737468712	597	-1758	51.2518	0.054261	0	0	120	37.76	0.000725	0.000144	0.003322	0.1652	0.137315	9	18	56.333	29.333	371	NA
TARA_A100000546	TARA_20091111Z	TARA_023	NET	2009-11-18T10:17	42.1916	17.7175	SRF	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	5	17.6366	16.472071	1.6157	220	0.077471482	0.027064617	0	0.01	1.38	0.001387878	0.001431253	0.06	20.5852	NA	20.28741	478.135	NA	NA	582	-1184	54.4621	-0.354776	0.078584	3.583333	11	38.188	0.000618	0.000037	0.002579	0.1257	0.097723	9	54	54.667	31.667	157.333	NA
TARA_A100000548	TARA_20091111Z	TARA_023	NET	2009-11-18T12:56	42.1735	17.7175	SRF	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	5	17.0074	16.472071	1.657	222.9	0.077471482	0.027064617	0	0.01	1.38	0.001387878	0.001431253	0.03	18.4584	NA	20.28741	478.135	NA	NA	582	-1183	57.9209	-0.354776	0.078584	3.583333	11	38.215	0.000508	-0.000072	0.001819	0.1014	0.073474	9	54	54.667	31.667	157.333	NA
TARA_A100000551	TARA_20091111Z	TARA_023	PUMP	2009-11-18T08:41	42.2038	17.715	SRF	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	5	17.6366	16.472071	1.6157	220	0.077471482	0.027064617	0	0.01	1.38	0.001387878	0.001431253	0.06	20.5852	NA	20.28741	478.135	NA	NA	582	-1184	54.4621	-0.354776	0.078584	3.583333	11	38.188	0.000618	0.000037	0.002579	0.1257	0.097723	9	54	54.667	31.667	157.333	NA
TARA_A100000552	TARA_20091111Z	TARA_023	PUMP	2009-11-18T08:41	42.2038	17.715	SRF	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	5	17.6366	16.472071	1.6157	220	0.077471482	0.027064617	0	0.01	1.38	0.001387878	0.001431253	0.06	20.5852	NA	20.28741	478.135	NA	NA	582	-1184	54.4621	-0.354776	0.078584	3.583333	11	38.188	0.000618	0.000037	0.002579	0.1257	0.097723	9	54	54.667	31.667	157.333	NA
TARA_A100000553	TARA_20091111Z	TARA_023	PUMP	2009-11-18T08:41	42.2038	17.715	SRF	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	5	17.6366	16.472071	1.6157	220	0.077471482	0.027064617	0	0.01	1.38	0.001387878	0.001431253	0.06	20.5852	NA	20.28741	478.135	NA	NA	582	-1184	54.4621	-0.354776	0.078584	3.583333	11	38.188	0.000618	0.000037	0.002579	0.1257	0.097723	9	54	54.667	31.667	157.333	NA
TARA_A100000554	TARA_20091111Z	TARA_023	NET	2009-11-18T16:32	42.1646	17.736	DCM	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	50	14.9571	16.0684	1.6488	225.6	0.077471482	0.027064617	0.1	0.01	1.05	0.001387878	0.001431253	0.08	13.5727	NA	20.28741	478.135	NA	NA	582	-1183	60.1527	-0.354776	0.078584	3.583333	11	38.518	0.000476	-0.000106	0.00159	0.0626	0.03464	9	54	54.667	31.667	157.333	NA
TARA_A100000556	TARA_20091111Z	TARA_023	NET	2009-11-18T13:52	42.1694	17.7179	DCM	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	50	15.8681	16.472071	1.657	226.6	0.077471482	0.027064617	0.1	0.01	1.05	0.001387878	0.001431253	0.08	18.4584	NA	20.28741	478.135	NA	NA	582	-1183	57.9209	-0.354776	0.078584	3.583333	11	38.341	0.000502	-0.000079	0.001772	0.0756	0.047656	9	54	54.667	31.667	157.333	NA
TARA_A100000558	TARA_20091111Z	TARA_023	PUMP	2009-11-18T13:50	42.1735	17.7252	DCM	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	55	15.7058	16.472071	1.657	224.3	0.077471482	0.027064617	0.1	0.01	1.05	0.001387878	0.001431253	0.09	18.4584	NA	20.28741	478.135	NA	NA	582	-1183	57.9209	-0.354776	0.078584	3.583333	11	38.395	0.000508	-0.000073	0.001813	0.0791	0.051179	9	54	54.667	31.667	157.333	NA
TARA_A100000559	TARA_20091111Z	TARA_023	PUMP	2009-11-18T13:50	42.1735	17.7252	DCM	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	55	15.7058	16.472071	1.657	224.3	0.077471482	0.027064617	0.1	0.01	1.05	0.001387878	0.001431253	0.09	18.4584	NA	20.28741	478.135	NA	NA	582	-1183	57.9209	-0.354776	0.078584	3.583333	11	38.395	0.000508	-0.000073	0.001813	0.0791	0.051179	9	54	54.667	31.667	157.333	NA
TARA_A100000589	TARA_20091031Z	TARA_018	NET	2009-11-02T14:15	35.7528	14.2765	DCM	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	80	NA	21.028845	1.0568	NA	0.010272223	0.030015622	NA	NA	NA	0.001387895	0.009119561	NA	16.0651	NA	30.444897	NA	43.8789577484131	9.235052857548E-05	641	-818	14.2151	-0.124391	0.066158	15.222222	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000594	TARA_20091031Z	TARA_018	NET	2009-11-02T11:25	35.7405	14.3238	SRF	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	5	NA	21.01229425	1.0568	NA	0.010272223	0.030015622	NA	NA	NA	0.001387895	0.009119561	NA	16.0651	NA	30.73774	NA	45.6004009246826	9.9390872492222E-05	641	-818	14.2151	-0.124391	0.066158	15.222222	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000595	TARA_20091031Z	TARA_018	PUMP	2009-11-02T08:13	35.759	14.2574	SRF	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	5	21.4395	21.079274	1.0513	207.8	0.010272223	0.030015622	0.1	0.026	0.56	0.001387895	0.009119561	0.01	15.9449	NA	30.444897	331.789	43.042594909668	8.8988130301004E-05	641	-793	13.8783	-0.124391	0.066158	15.222222	0	37.892	0.00039	-0.000193	0.001015	0.0595	0.042695	38	84	57	55.5	395	NA
TARA_A100000596	TARA_20091031Z	TARA_018	NET	2009-11-02T10:31	35.7444	14.3083	SRF	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	5	NA	21.01229425	1.0568	NA	0.010272223	0.030015622	NA	NA	NA	0.001387895	0.009119561	NA	16.0651	NA	30.73774	NA	44.8273105621338	9.5977211458376E-05	641	-818	14.2151	-0.124391	0.066158	15.222222	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000598	TARA_20091031Z	TARA_018	PUMP	2009-11-02T08:13	35.759	14.2574	SRF	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	5	21.4395	21.079274	1.0513	207.8	0.010272223	0.030015622	0.1	0.026	0.56	0.001387895	0.009119561	0.01	15.9449	NA	30.444897	331.789	43.042594909668	8.8988130301004E-05	641	-793	13.8783	-0.124391	0.066158	15.222222	0	37.892	0.00039	-0.000193	0.001015	0.0595	0.042695	38	84	57	55.5	395	NA
TARA_A100000600	TARA_20091031Z	TARA_018	NET	2009-11-02T14:30	35.7528	14.2765	DCM	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	80	NA	21.028845	1.0568	NA	0.010272223	0.030015622	NA	NA	NA	0.001387895	0.009119561	NA	16.0651	NA	30.444897	NA	43.8789577484131	9.235052857548E-05	641	-818	14.2151	-0.124391	0.066158	15.222222	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000602	TARA_20091031Z	TARA_018	PUMP	2009-11-02T14:07	35.7528	14.2765	DCM	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	60	18.3684	21.028845	1.0568	237.9	0.010272223	0.030015622	0	0.013	0.62	0.001387895	0.009119561	0.04	16.0651	NA	30.444897	331.789	43.8789577484131	9.235052857548E-05	641	-818	14.2151	-0.124391	0.066158	15.222222	0	37.892	0.000421	-0.000163	0.001225	0.0569	0.040098	38	84	57	55.5	395	NA
TARA_A100000604	TARA_20091031Z	TARA_018	PUMP	2009-11-02T14:07	35.7528	14.2765	DCM	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	60	18.3684	21.028845	1.0568	237.9	0.010272223	0.030015622	0	0.013	0.62	0.001387895	0.009119561	0.04	16.0651	NA	30.444897	331.789	43.8789577484131	9.235052857548E-05	641	-818	14.2151	-0.124391	0.066158	15.222222	0	37.892	0.000421	-0.000163	0.001225	0.0569	0.040098	38	84	57	55.5	395	NA
TARA_A100000687	TARA_20091111Z	TARA_021	PUMP	2009-11-15T07:58	37.5057	17.2174	SRF	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	5	19.535	19.01329825	0.19208	210.9	0.043804581	0.03165479	0.4	0.01	0.84	0.001387966	0.004392572	0.03	18.5988	NA	24.847622	NA	54.0480079650879	4.4752921894542E-05	610	-2501	110.3662	1.088991	0.18419	0	26	38.252	0.000439	-0.000142	0.001347	0.0906	0.062625	46	72	60.5	64	637.5	NA
TARA_A100000689	TARA_20091111Z	TARA_021	NET	2009-11-15T10:50	37.5152	17.3171	SRF	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	5	19.401	19.02261925	0.20886	212.3	0.043804581	0.03165479	0.4	0.01	0.84	0.001387966	0.004392572	0.01	18.5521	NA	24.921665	NA	54.5712890625	5.9670801419998E-05	610	-2719	118.958	1.088991	0.18419	0	26	38.243	0.000432	-0.000148	0.0013	0.0888	0.060861	46	72	60.5	64	637.5	NA
TARA_A100000692	TARA_20091111Z	TARA_021	PUMP	2009-11-15T07:58	37.5057	17.2174	SRF	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	5	19.535	19.01329825	0.19208	210.9	0.043804581	0.03165479	0.4	0.01	0.84	0.001387966	0.004392572	0.03	18.5988	NA	24.847622	NA	54.0480079650879	4.4752921894542E-05	610	-2501	110.3662	1.088991	0.18419	0	26	38.252	0.000439	-0.000142	0.001347	0.0906	0.062625	46	72	60.5	64	637.5	NA
TARA_A100000693	TARA_20091111Z	TARA_021	NET	2009-11-15T10:31	37.5145	17.3062	ZZZ	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	0-500	NA	19.02261925	0.19208	NA	0.043804581	0.03165479	NA	NA	NA	0.001387966	0.004392572	NA	18.5988	NA	24.921665	NA	54.5712890625	5.9670801419998E-05	610	-2501	110.3662	1.088991	0.18419	0	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000695	TARA_20091111Z	TARA_022	NET	2009-11-16T17:03	39.8661	17.3868	DCM	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	60	15.9796	17.1155785	0.24977	221	0.063348597	0.026501298	0.3	0.01	1.94	0.001388038	0.001792418	0.06	18.0992	NA	21.189596	NA	72.9833297729492	0.000241041685512755	597	-1710	50.6065	0.054261	0	0	120	38.267	0.000672	0.00009	0.002946	0.0746	0.046653	9	18	56.333	29.333	371	NA
TARA_A100000696	TARA_20091111Z	TARA_022	PUMP	2009-11-16T14:53	39.5705	17.4101	DCM	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	30	17.2569	16.478075875	0.29299	221	0.063348597	0.026501298	0	0.01	1.48	0.001388038	0.001792418	0.08	16.8101	NA	21.123451	NA	NA	NA	599	-1728	49.6822	0.054261	0	0	120	38.116	0.000563	-0.000018	0.002202	0.0998	0.07186	9	18	56.333	29.333	371	NA
TARA_A100000698	TARA_20091111Z	TARA_022	PUMP	2009-11-16T14:53	39.5705	17.4101	DCM	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	30	17.2569	16.478075875	0.29299	221	0.063348597	0.026501298	0	0.01	1.48	0.001388038	0.001792418	0.08	16.8101	NA	21.123451	NA	NA	NA	599	-1728	49.6822	0.054261	0	0	120	38.116	0.000563	-0.000018	0.002202	0.0998	0.07186	9	18	56.333	29.333	371	NA
TARA_A100000700	TARA_20091111Z	TARA_022	NET	2009-11-16T09:37	39.8607	17.4105	DCM	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	60	NA	17.2639975	0.25972	NA	0.063348597	0.026501298	NA	NA	NA	0.001388038	0.001792418	NA	15.3656	NA	21.189596	NA	76.4904479980469	0.000276612947345711	597	-1758	51.2518	0.054261	0	0	120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000750	TARA_20091111Z	TARA_020	NET	2009-11-12T12:20	34.4933	14.9133	SRF	SEQ-(500mL-or-15min)_N20-180	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	20-180	5	21.4728	21.349732375	0.48382	197.6	0.015244373	0.041098469	0	0.01	0.54	0.001387976	0.008846248	0.01	45.2309	NA	28.925198	NA	36.7831211090088	0.000161221476446372	627	-312	149.2171	0.051438	0.087535	1.333333	0	38.378	NA	NA	NA	NA	NA	60	92	70	80	124.5	NA
TARA_A100000758	TARA_20091111Z	TARA_020	PUMP	2009-11-12T14:09	34.453	14.9538	SRF	SEQ-(100L-or-15min)_W0.8-5	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	0.8-5	5	21.4728	21.36756775	0.48382	197.6	0.015244373	0.041098469	0	0.01	0.54	0.001387976	0.008846248	0.01	45.2309	NA	28.982906	NA	38.3181419372559	0.000165560042660218	627	-312	149.2171	0.051438	0.087535	1.333333	0	38.378	NA	NA	NA	NA	NA	60	92	70	80	124.5	NA
TARA_A100000759	TARA_20091111Z	TARA_020	NET	2009-11-12T17:44	34.4064	15.043	SRF	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	5	NA	21.41524825	0.48382	NA	0.015244373	0.041098469	NA	NA	NA	0.001387976	0.008846248	NA	45.2309	NA	29.057661	NA	37.759334564209	0.000159822397108655	627	-312	149.2171	0.051438	0.087535	1.333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_A100000761	TARA_20091111Z	TARA_020	PUMP	2009-11-12T14:09	34.453	14.9538	SRF	SEQ-(500mL-or-15min)_W5-20	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	5-20	5	21.4728	21.36756775	0.48382	197.6	0.015244373	0.041098469	0	0.01	0.54	0.001387976	0.008846248	0.01	45.2309	NA	28.982906	NA	38.3181419372559	0.000165560042660218	627	-312	149.2171	0.051438	0.087535	1.333333	0	38.378	NA	NA	NA	NA	NA	60	92	70	80	124.5	NA
TARA_A100000810	TARA_20091108Z	TARA_019	NET	2009-11-11T18:27	34.2189	13.891	ZZZ	SEQ-(500mL-or-15min)_N180-2000	Westerlies Biome	MS	Mediterranean Sea, Black Sea Province	180-2000	0-100	NA	21.55649725	0.45985	NA	0.016256014	0.041924127	NA	NA	NA	0.001388003	0.008395728	NA	61.2013	NA	29.537998	NA	39.7830600738525	0.000106142404547427	630	-228	156.2364	0.007018	0.078478	1.777778	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
