sample_ID	campaign	station	event	date_time	latitude	longitude	depth	sample_method	biome	ocean_region	biogeographic_province	size_fraction	depth_nominal	temperature	SST	SST_grad	O2	NO3	NO2	NO3NO2	PO43	SiOH4	Fe	NH4	ChlA	ChlA_fluo	fluorescence	PAR	NPP_C_mean8days	POC	PIC	SSD	bathymetry	coast_distance	Okubo_Weiss	Lyapunov	residence_time	age	salinity	angular_scattering_coef	optical_backscattering_coef	particle_backscattering_coef	optical_attenuation_coef	particle_optical_attenuation_coef	depth_mix_layer	depth_ChlA_max	depth_max_Brunt	depth_max_O2	depth_min_O2	depth_nitracline
TARA_N000001702	TARA_20110501Z	TARA_106	NET	2011-05-03T17:06	0.0561	-84.6261	SRF	SEQ-(500mL-or-15min)_N180-2000	Coastal Biome	SPO	Chile-Peru Current Coastal Province	180-2000	5	25.8359	25.1388085	1.0871	195	5.375641187	0.587957232	5.5	0.55	3.6	0.000004387	0.041996677	0.03	26.0522	NA	NA	NA	52.9784622192383	0.000134235946461558	727	-3177	424.3998	-0.04145	0.138825	4.166667	120	34.52	0.000371	-0.000033	0.000921	0.1074	0.079275	12	49	49.286	28.429	335.429	197.429
TARA_N000001704	TARA_20110501Z	TARA_106	NET	2011-05-04T14:49	0.0676	-84.6088	DCM	SEQ-(500mL-or-15min)_N180-2000	Coastal Biome	SPO	Chile-Peru Current Coastal Province	180-2000	50	23.2817	25.1388085	0.75342	164	5.375641187	0.587957232	6.9	0.63	4.4	0.000004387	0.041996677	0.14	27.3896	NA	51.76422	NA	53.0250587463379	0.000136474118335173	727	-3163	424.9627	-0.04145	0.138825	4.166667	120	34.742	0.000363	-0.000041	0.000861	0.104	0.075307	12	49	49.286	28.429	335.429	197.429
TARA_N000001724	TARA_20110501Z	TARA_106	CAST	2011-05-04T12:45	0.0063	-84.585	MES	SEQ-(100L-or-15min)_W0.8-3	Coastal Biome	SPO	Chile-Peru Current Coastal Province	0.8-3	380	10.193	25.1388085	0.7151	4.6	5.375641187	0.587957232	37.2	2.66	37.5	0.000004387	0.041996677	0	38.7219	NA	50.57828	NA	53.9217205047607	0.000141092903504614	727	-3099	432.1601	-0.04145	0.138825	4.166667	120	34.745	0.000269	-0.00014	0.000174	0.0344	0.005737	12	49	49.286	28.429	335.429	197.429
TARA_N000001725	TARA_20110501Z	TARA_106	CAST	2011-05-04T12:45	0.0063	-84.585	MES	SEQ-(100L-or-15min)_W>3	Coastal Biome	SPO	Chile-Peru Current Coastal Province	3->3	380	10.193	25.1388085	0.7151	4.6	5.375641187	0.587957232	37.2	2.66	37.5	0.000004387	0.041996677	0	38.7219	NA	50.57828	NA	53.9217205047607	0.000141092903504614	727	-3099	432.1601	-0.04145	0.138825	4.166667	120	34.745	0.000269	-0.00014	0.000174	0.0344	0.005737	12	49	49.286	28.429	335.429	197.429
TARA_N000001727	TARA_20110509Z	TARA_109	PUMP	2011-05-12T14:00	1.9928	-84.5766	SRF	SEQ-(100L-or-15min)_W>0.8	Coastal Biome	NPO	Chile-Peru Current Coastal Province	0.8->0.8	5	27.6176	26.34354775	1.716	198.6	3.423354744	0.411641767	0.9	0.27	1.7	0.000004994	0.038657464	0.11	39.5787	NA	NA	359.8325	NA	NA	732	-3215	496.135	-0.002594	0.005026	2.083333	120	33.368	0.000419	0.00002	0.001263	0.1312	0.104882	9	28	42.429	28.429	380.286	61
TARA_N000001728	TARA_20110509Z	TARA_109	PUMP	2011-05-12T22:15	2.0299	-84.5546	DCM	SEQ-(100L-or-15min)_W>0.8	Coastal Biome	NPO	Chile-Peru Current Coastal Province	0.8->0.8	30	26.532	26.6165455	2.5036	203.1	3.423354744	0.411641767	4.6	0.5	3.2	0.000004994	0.038657464	0.43	29.3943	0.9906	NA	379.9205	NA	NA	732	-3174	515.6321	-0.002594	0.005026	2.083333	120	34.345	0.000446	0.000046	0.00144	0.1702	0.142871	9	28	42.429	28.429	380.286	61
TARA_N000001730	TARA_20110509Z	TARA_109	PUMP	2011-05-12T14:00	1.9928	-84.5766	SRF	SEQ-(100L-or-15min)_W0.8-5	Coastal Biome	NPO	Chile-Peru Current Coastal Province	0.8-5	5	27.6176	26.34354775	1.716	198.6	3.423354744	0.411641767	0.9	0.27	1.7	0.000004994	0.038657464	0.11	39.5787	NA	NA	359.8325	NA	NA	732	-3215	496.135	-0.002594	0.005026	2.083333	120	33.368	0.000419	0.00002	0.001263	0.1312	0.104882	9	28	42.429	28.429	380.286	61
TARA_N000001732	TARA_20110509Z	TARA_109	PUMP	2011-05-12T22:15	2.0299	-84.5546	DCM	SEQ-(100L-or-15min)_W0.8-5	Coastal Biome	NPO	Chile-Peru Current Coastal Province	0.8-5	30	26.532	26.6165455	2.5036	203.1	3.423354744	0.411641767	4.6	0.5	3.2	0.000004994	0.038657464	0.43	29.3943	0.9906	NA	379.9205	NA	NA	732	-3174	515.6321	-0.002594	0.005026	2.083333	120	34.345	0.000446	0.000046	0.00144	0.1702	0.142871	9	28	42.429	28.429	380.286	61
TARA_N000001734	TARA_20110509Z	TARA_109	NET	2011-05-12T16:31	2.0399	-84.5599	SRF	SEQ-(500mL-or-15min)_N5-20	Coastal Biome	NPO	Chile-Peru Current Coastal Province	5-20	5	27.9022	26.6165455	2.843	199.9	3.423354744	0.411641767	0.9	0.27	1.7	0.000004994	0.038657464	0.07	29.8018	NA	NA	359.8325	NA	NA	732	-3250	514.8189	-0.002594	0.005026	2.083333	120	33.176	0.000395	-0.000004	0.0011	0.137	0.109723	9	28	42.429	28.429	380.286	61
TARA_N000001736	TARA_20110509Z	TARA_109	PUMP	2011-05-12T22:15	2.0299	-84.5546	DCM	SEQ-(500mL-or-15min)_W5-20	Coastal Biome	NPO	Chile-Peru Current Coastal Province	5-20	30	26.532	26.6165455	2.5036	203.1	3.423354744	0.411641767	4.6	0.5	3.2	0.000004994	0.038657464	0.43	29.3943	0.9906	NA	379.9205	NA	NA	732	-3174	515.6321	-0.002594	0.005026	2.083333	120	34.345	0.000446	0.000046	0.00144	0.1702	0.142871	9	28	42.429	28.429	380.286	61
TARA_N000001738	TARA_20110509Z	TARA_109	NET	2011-05-12T14:00	1.9958	-84.576	SRF	SEQ-(500mL-or-15min)_N20-180	Coastal Biome	NPO	Chile-Peru Current Coastal Province	20-180	5	27.6176	26.34354775	1.716	198.6	3.423354744	0.411641767	0.9	0.27	1.7	0.000004994	0.038657464	0.11	39.5787	NA	NA	359.8325	NA	NA	732	-3215	496.135	-0.002594	0.005026	2.083333	120	33.368	0.000419	0.00002	0.001263	0.1312	0.104882	9	28	42.429	28.429	380.286	61
TARA_N000001740	TARA_20110509Z	TARA_109	NET	2011-05-13T20:14	2.0218	-84.5652	DCM	SEQ-(500mL-or-15min)_N20-180	Coastal Biome	NPO	Chile-Peru Current Coastal Province	20-180	40	27.6105	26.6165455	2.4614	203.1	3.423354744	0.411641767	3.7	0.49	2.8	0.000004994	0.038657464	0.13	33.7334	0.9906	48.405624	379.9205	NA	NA	732	-3271	514.7074	-0.002594	0.005026	2.083333	120	33.46	0.000418	0.000019	0.001252	0.1591	0.131796	9	28	42.429	28.429	380.286	61
TARA_N000001742	TARA_20110509Z	TARA_109	NET	2011-05-12T17:55	2.0574	-84.5546	SRF	SEQ-(500mL-or-15min)_N180-2000	Coastal Biome	NPO	Chile-Peru Current Coastal Province	180-2000	5	27.9022	26.6165455	2.843	199.9	3.423354744	0.411641767	0.9	0.27	1.7	0.000004994	0.038657464	0.07	29.8018	NA	NA	359.8325	NA	NA	732	-3250	514.8189	-0.002594	0.005026	2.083333	120	33.176	0.000395	-0.000004	0.0011	0.137	0.109723	9	28	42.429	28.429	380.286	61
TARA_N000001746	TARA_20110520Z	TARA_110	PUMP	2011-05-21T12:27	-2.0133	-84.589	SRF	SEQ-(100L-or-15min)_W>0.8	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8->0.8	5	23.8683	23.963287	2.3345	190.8	6.029548923	0.645360056	8.2	0.75	3.9	0.000005493	0.042527045	0.13	33.1044	1.9982	51.08267	381.2175	67.014461517334	0.00023863984097261	721	-2519	512.0231	0.032297	0.064745	0	41	35.019	0.00041	0.000011	0.00118	0.1296	0.101872	22	41	80.75	28.5	346.5	252.875
TARA_N000001748	TARA_20110520Z	TARA_110	PUMP	2011-05-21T21:00	-1.9002	-84.6265	DCM	SEQ-(100L-or-15min)_W>0.8	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8->0.8	50	21.8146	23.856454	0.8882	144.6	6.029548923	0.645360056	10.7	0.93	6	0.000005493	0.042527045	0.22	38.452	NA	50.335632	439.734	68.1355819702148	0.000241572925006039	721	-2111	407.3646	0.032297	0.064745	0	41	35.066	NA	NA	NA	0.1138	0.087836	22	41	80.75	28.5	346.5	252.875
TARA_N000001750	TARA_20110520Z	TARA_110	PUMP	2011-05-21T12:27	-2.0133	-84.589	SRF	SEQ-(100L-or-15min)_W0.8-5	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8-5	5	23.8683	23.963287	2.3345	190.8	6.029548923	0.645360056	8.2	0.75	3.9	0.000005493	0.042527045	0.13	33.1044	1.9982	51.08267	381.2175	67.014461517334	0.00023863984097261	721	-2519	512.0231	0.032297	0.064745	0	41	35.019	0.00041	0.000011	0.00118	0.1296	0.101872	22	41	80.75	28.5	346.5	252.875
TARA_N000001752	TARA_20110520Z	TARA_110	PUMP	2011-05-21T21:00	-1.9002	-84.6265	DCM	SEQ-(100L-or-15min)_W0.8-5	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8-5	50	21.8146	23.856454	0.8882	144.6	6.029548923	0.645360056	10.7	0.93	6	0.000005493	0.042527045	0.22	38.452	NA	50.335632	439.734	68.1355819702148	0.000241572925006039	721	-2111	407.3646	0.032297	0.064745	0	41	35.066	NA	NA	NA	0.1138	0.087836	22	41	80.75	28.5	346.5	252.875
TARA_N000001754	TARA_20110520Z	TARA_110	PUMP	2011-05-21T12:27	-2.0133	-84.589	SRF	SEQ-(500mL-or-15min)_W5-20	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	5-20	5	23.8683	23.963287	2.3345	190.8	6.029548923	0.645360056	8.2	0.75	3.9	0.000005493	0.042527045	0.13	33.1044	1.9982	51.08267	381.2175	67.014461517334	0.00023863984097261	721	-2519	512.0231	0.032297	0.064745	0	41	35.019	0.00041	0.000011	0.00118	0.1296	0.101872	22	41	80.75	28.5	346.5	252.875
TARA_N000001756	TARA_20110520Z	TARA_110	PUMP	2011-05-21T21:00	-1.9002	-84.6265	DCM	SEQ-(500mL-or-15min)_W5-20	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	5-20	50	21.8146	23.856454	0.8882	144.6	6.029548923	0.645360056	10.7	0.93	6	0.000005493	0.042527045	0.22	38.452	NA	50.335632	439.734	68.1355819702148	0.000241572925006039	721	-2111	407.3646	0.032297	0.064745	0	41	35.066	NA	NA	NA	0.1138	0.087836	22	41	80.75	28.5	346.5	252.875
TARA_N000001758	TARA_20110520Z	TARA_110	NET	2011-05-21T14:32	-1.9778	-84.5992	SRF	SEQ-(500mL-or-15min)_N20-180	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	20-180	5	23.8683	23.896606	2.3345	190.8	6.029548923	0.645360056	8.2	0.75	3.9	0.000005493	0.042527045	0.13	33.1044	1.9982	51.08267	381.2175	67.8684921264648	0.000239773493376561	721	-2519	512.0231	0.032297	0.064745	0	41	35.019	0.00041	0.000011	0.00118	0.1296	0.101872	22	41	80.75	28.5	346.5	252.875
TARA_N000001762	TARA_20110520Z	TARA_110	NET	2011-05-21T16:07	-1.9389	-84.611	SRF	SEQ-(500mL-or-15min)_N180-2000	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	180-2000	5	23.8683	23.896606	2.3345	190.8	6.029548923	0.645360056	8.2	0.75	3.9	0.000005493	0.042527045	0.13	33.1044	1.9982	50.335632	381.2175	67.4132690429688	0.000267621202510782	721	-2519	512.0231	0.032297	0.064745	0	41	35.019	0.00041	0.000011	0.00118	0.1296	0.101872	22	41	80.75	28.5	346.5	252.875
TARA_N000001764	TARA_20110520Z	TARA_110	NET	2011-05-22T20:50	-1.8155	-84.629	DCM	SEQ-(500mL-or-15min)_N180-2000	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	180-2000	50	23.3822	23.8761715	0.92709	181.8	6.029548923	0.645360056	9.3	0.83	4.9	0.000005493	0.042527045	0.27	44.7523	NA	50.66687	439.734	69.8976745605469	0.00024464976741001	722	-2133	407.4223	0.032297	0.064745	0	41	34.976	0.000445	0.000046	0.001423	0.1653	0.140603	22	41	80.75	28.5	346.5	252.875
TARA_N000001765	TARA_20110520Z	TARA_110	NET	2011-05-22T20:50	-1.8155	-84.629	DCM	SEQ-(500mL-or-15min)_N180-2000	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	180-2000	50	23.3822	23.8761715	0.92709	181.8	6.029548923	0.645360056	9.3	0.83	4.9	0.000005493	0.042527045	0.27	44.7523	NA	50.66687	439.734	69.8976745605469	0.00024464976741001	722	-2133	407.4223	0.032297	0.064745	0	41	34.976	0.000445	0.000046	0.001423	0.1653	0.140603	22	41	80.75	28.5	346.5	252.875
TARA_N000001784	TARA_20110509Z	TARA_109	CAST	2011-05-13T16:08	2.0649	-84.5546	MES	SEQ-(100L-or-15min)_W0.8-3	Coastal Biome	NPO	Chile-Peru Current Coastal Province	0.8-3	380	11.3158	26.6165455	2.3418	2.5	3.423354744	0.411641767	35.3	2.58	36.3	0.000004994	0.038657464	0	40.5801	0.9906	46.564884	379.9205	NA	NA	732	-3257	511.4309	-0.002594	0.005026	2.083333	120	34.8	0.000267	-0.000139	0.000164	0.035	0.00771	9	28	42.429	28.429	380.286	61
TARA_N000001785	TARA_20110509Z	TARA_109	CAST	2011-05-13T16:08	2.0649	-84.5546	MES	SEQ-(100L-or-15min)_W>3	Coastal Biome	NPO	Chile-Peru Current Coastal Province	3->3	380	11.3158	26.6165455	2.3418	2.5	3.423354744	0.411641767	35.3	2.58	36.3	0.000004994	0.038657464	0	40.5801	0.9906	46.564884	379.9205	NA	NA	732	-3257	511.4309	-0.002594	0.005026	2.083333	120	34.8	0.000267	-0.000139	0.000164	0.035	0.00771	9	28	42.429	28.429	380.286	61
TARA_N000001796	TARA_20110509Z	TARA_109	NET	2011-05-13T20:14	2.0218	-84.5652	DCM	SEQ-(500mL-or-15min)_N20-180	Coastal Biome	NPO	Chile-Peru Current Coastal Province	20-180	40	27.6105	26.6165455	2.4614	203.1	3.423354744	0.411641767	3.7	0.49	2.8	0.000004994	0.038657464	0.13	33.7334	0.9906	48.405624	379.9205	NA	NA	732	-3271	514.7074	-0.002594	0.005026	2.083333	120	33.46	0.000418	0.000019	0.001252	0.1591	0.131796	9	28	42.429	28.429	380.286	61
TARA_N000001803	TARA_20110520Z	TARA_110	CAST	2011-05-22T13:20	-1.8902	-84.6141	MES	SEQ-(100L-or-15min)_W>3	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	3->3	380	10.2584	23.856454	0.96385	1.3	6.029548923	0.645360056	38.1	2.8	35	0.000005493	0.042527045	0	36.7276	NA	50.635708	420.112	69.3176231384277	0.000238122192968149	722	-2279	409.7887	0.032297	0.064745	0	41	34.755	0.000281	-0.000123	0.000253	0.0407	0.015946	22	41	80.75	28.5	346.5	252.875
TARA_N000001804	TARA_20110520Z	TARA_110	CAST	2011-05-22T13:20	-1.8902	-84.6141	MES	SEQ-(100L-or-15min)_W0.8-3	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8-3	380	10.2584	23.856454	0.96385	1.3	6.029548923	0.645360056	38.1	2.8	35	0.000005493	0.042527045	0	36.7276	NA	50.635708	420.112	69.3176231384277	0.000238122192968149	722	-2279	409.7887	0.032297	0.064745	0	41	34.755	0.000281	-0.000123	0.000253	0.0407	0.015946	22	41	80.75	28.5	346.5	252.875
TARA_N000001808	TARA_20110520Z	TARA_111	CAST	2011-06-01T16:00	-16.9486	-100.6715	MES	SEQ-(100L-or-15min)_W0.8-3	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8-3	350	10.8931	23.05825375	0.52069	3.2	7.843671242	0.043491448	34.6	2.73	26	0.000003007	0.013075565	-0.01	36.7242	2.2664	36.60763	359.9305	42.4297676086426	0.000221550413698424	671	-3902	915.2628	-0.075767	0.018781	34.305556	120	34.698	0.000256	-0.000144	0.000083	0.0235	0.002278	67	82	79.9	29.3	301.2	247.5
TARA_N000001809	TARA_20110520Z	TARA_111	CAST	2011-06-01T16:00	-16.9486	-100.6715	MES	SEQ-(100L-or-15min)_W>3	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	3->3	350	10.8931	23.05825375	0.52069	3.2	7.843671242	0.043491448	34.6	2.73	26	0.000003007	0.013075565	-0.01	36.7242	2.2664	36.60763	359.9305	42.4297676086426	0.000221550413698424	671	-3902	915.2628	-0.075767	0.018781	34.305556	120	34.698	0.000256	-0.000144	0.000083	0.0235	0.002278	67	82	79.9	29.3	301.2	247.5
TARA_N000001810	TARA_20110520Z	TARA_111	PUMP	2011-05-31T14:25	-16.9601	-100.6335	SRF	SEQ-(100L-or-15min)_W>0.8	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8->0.8	5	22.7687	23.22818275	0.69721	208.9	7.843671242	0.043491448	2.7	0.5	1	0.000003007	0.013075565	0.07	40.0773	0.8502	25.725332	396.755	43.1289100646973	0.00022524171799887	671	-4043	1067.5202	-0.075767	0.018781	34.305556	120	35.971	0.000359	-0.000038	0.000822	0.0831	0.06122	67	82	79.9	29.3	301.2	247.5
TARA_N000001812	TARA_20110520Z	TARA_111	PUMP	2011-05-31T14:25	-16.9601	-100.6335	SRF	SEQ-(100L-or-15min)_W0.8-5	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8-5	5	22.7687	23.22818275	0.69721	208.9	7.843671242	0.043491448	2.7	0.5	1	0.000003007	0.013075565	0.07	40.0773	0.8502	25.725332	396.755	43.1289100646973	0.00022524171799887	671	-4043	1067.5202	-0.075767	0.018781	34.305556	120	35.971	0.000359	-0.000038	0.000822	0.0831	0.06122	67	82	79.9	29.3	301.2	247.5
TARA_N000001814	TARA_20110520Z	TARA_111	CAST	2011-05-31T20:28	-16.9587	-100.6751	DCM	SEQ-(100L-or-15min)_W>0.8	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8->0.8	90	19.8814	23.05825375	0.51854	211.5	7.843671242	0.043491448	0.9	0.44	0.9	0.000003007	0.013075565	0.17	31.8491	1.1776	27.087328	386.712	42.4297676086426	0.000221550413698424	671	-3913	916.312	-0.075767	0.018781	34.305556	120	35.687	0.000312	-0.000085	0.000497	0.0565	0.035255	67	82	79.9	29.3	301.2	247.5
TARA_N000001816	TARA_20110520Z	TARA_111	CAST	2011-05-31T20:28	-16.9587	-100.6751	DCM	SEQ-(100L-or-15min)_W0.8-5	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8-5	90	19.8814	23.05825375	0.51854	211.5	7.843671242	0.043491448	0.9	0.44	0.9	0.000003007	0.013075565	0.17	31.8491	1.1776	27.087328	386.712	42.4297676086426	0.000221550413698424	671	-3913	916.312	-0.075767	0.018781	34.305556	120	35.687	0.000312	-0.000085	0.000497	0.0565	0.035255	67	82	79.9	29.3	301.2	247.5
TARA_N000001818	TARA_20110520Z	TARA_111	PUMP	2011-05-31T14:25	-16.9601	-100.6335	SRF	SEQ-(500mL-or-15min)_W5-20	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	5-20	5	22.7687	23.22818275	0.69721	208.9	7.843671242	0.043491448	2.7	0.5	1	0.000003007	0.013075565	0.07	40.0773	0.8502	25.725332	396.755	43.1289100646973	0.00022524171799887	671	-4043	1067.5202	-0.075767	0.018781	34.305556	120	35.971	0.000359	-0.000038	0.000822	0.0831	0.06122	67	82	79.9	29.3	301.2	247.5
TARA_N000001820	TARA_20110520Z	TARA_111	CAST	2011-05-31T20:28	-16.9587	-100.6751	DCM	SEQ-(500mL-or-15min)_W5-20	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	5-20	90	19.8814	23.05825375	0.51854	211.5	7.843671242	0.043491448	0.9	0.44	0.9	0.000003007	0.013075565	0.17	31.8491	1.1776	27.087328	386.712	42.4297676086426	0.000221550413698424	671	-3913	916.312	-0.075767	0.018781	34.305556	120	35.687	0.000312	-0.000085	0.000497	0.0565	0.035255	67	82	79.9	29.3	301.2	247.5
TARA_N000001823	TARA_20110520Z	TARA_111	NET	2011-05-31T15:41	-16.9581	-100.6588	SRF	SEQ-(500mL-or-15min)_N20-180	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	20-180	5	22.7687	23.22818275	0.69721	208.9	7.843671242	0.043491448	2.7	0.5	1	0.000003007	0.013075565	0.07	40.0773	0.8502	27.087328	396.755	42.4297676086426	0.000221550413698424	671	-4043	1067.5202	-0.075767	0.018781	34.305556	120	35.971	0.000359	-0.000038	0.000822	0.0831	0.06122	67	82	79.9	29.3	301.2	247.5
TARA_N000001824	TARA_20110520Z	TARA_111	NET	2011-06-01T22:20	-16.9763	-100.6794	DCM	SEQ-(500mL-or-15min)_N20-180	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	20-180	90	20.4459	23.05825375	0.54735	211.7	7.843671242	0.043491448	0.9	0.44	0.9	0.000003007	0.013075565	0.17	35.7637	1.1776	32.382668	386.712	42.4297676086426	0.000221550413698424	671	-3999	914.2475	-0.075767	0.018781	34.305556	120	35.747	0.000345	-0.000052	0.000724	0.0696	0.048375	67	82	79.9	29.3	301.2	247.5
TARA_N000001826	TARA_20110520Z	TARA_111	NET	2011-05-31T17:08	-16.9554	-100.6911	SRF	SEQ-(500mL-or-15min)_N180-2000	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	180-2000	5	22.762	23.05825375	0.31892	209.2	7.843671242	0.043491448	2.7	0.5	1	0.000003007	0.013075565	0.02	36.1251	0.8502	27.087328	396.755	40.3207874298096	0.000169451137480792	671	-3931	914.8618	-0.075767	0.018781	34.305556	120	35.988	0.000368	-0.000029	0.00088	0.0921	0.070171	67	82	79.9	29.3	301.2	247.5
TARA_N000001828	TARA_20110520Z	TARA_111	NET	2011-06-01T21:56	-16.9741	-100.6683	DCM	SEQ-(500mL-or-15min)_N180-2000	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	180-2000	90	20.4459	23.05825375	0.54735	211.7	7.843671242	0.043491448	0.9	0.44	0.9	0.000003007	0.013075565	0.17	35.7637	1.1776	32.382668	386.712	42.4297676086426	0.000221550413698424	671	-3999	914.2475	-0.075767	0.018781	34.305556	120	35.747	0.000345	-0.000052	0.000724	0.0696	0.048375	67	82	79.9	29.3	301.2	247.5
TARA_N000001846	TARA_20110520Z	TARA_112	CAST	2011-06-15T18:43	-23.2232	-129.5986	MES	SEQ-(100L-or-15min)_W0.8-3	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8-3	696	5.7914	24.303862	0.12231	199.2	0.022861806	0.017828043	31.5	2.15	20.6	0.000157501	0.00623687	-0.01	10.5052	0.86844	31.916397	107.84	23.2150564193726	0.000116093106043991	643	-3641	145.015	-0.120564	0.040113	11.083333	120	34.305	0.000249	-0.00015	0.00001	0.0206	0.000211	131	159	154.7	162.4	532.3	430.6
TARA_N000001847	TARA_20110520Z	TARA_112	CAST	2011-06-15T18:43	-23.2232	-129.5986	MES	SEQ-(100L-or-15min)_W>3	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	3->3	696	5.7914	24.303862	0.12231	199.2	0.022861806	0.017828043	31.5	2.15	20.6	0.000157501	0.00623687	-0.01	10.5052	0.86844	31.916397	107.84	23.2150564193726	0.000116093106043991	643	-3641	145.015	-0.120564	0.040113	11.083333	120	34.305	0.000249	-0.00015	0.00001	0.0206	0.000211	131	159	154.7	162.4	532.3	430.6
TARA_N000001870	TARA_20110520Z	TARA_112	PUMP	2011-06-14T16:45	-23.2811	-129.3947	SRF	SEQ-(100L-or-15min)_W0.8-5	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8-5	5	24.2375	24.37359025	0.27844	202.2	0.022861806	0.017828043	0	0.14	0.8	0.000157501	0.00623687	0.01	17.6131	0.87312	9.84457	101.305	22.5849323272705	0.000118292729894165	643	-3523	653.4677	-0.120564	0.040113	11.083333	120	36.454	0.000288	-0.000104	0.000329	0.0463	0.028275	131	159	154.7	162.4	532.3	430.6
TARA_N000001872	TARA_20110520Z	TARA_112	CAST	2011-06-15T00:55	-23.2189	-129.4997	DCM	SEQ-(100L-or-15min)_W0.8-5	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	0.8-5	155	22.2614	24.328688125	0.2814	207.1	0.022861806	0.017828043	0	0.11	0.7	0.000157501	0.00623687	0.08	16.3819	0.77993	31.212614	109.912	22.8783884048462	0.000122348021250218	643	-3280	147.7183	-0.120564	0.040113	11.083333	120	35.94	0.000289	-0.000104	0.000334	0.0498	0.031817	131	159	154.7	162.4	532.3	430.6
TARA_N000001874	TARA_20110520Z	TARA_112	PUMP	2011-06-14T16:45	-23.2811	-129.3947	SRF	SEQ-(500mL-or-15min)_W5-20	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	5-20	5	24.2375	24.37359025	0.27844	202.2	0.022861806	0.017828043	0	0.14	0.8	0.000157501	0.00623687	0.01	17.6131	0.87312	9.84457	101.305	22.5849323272705	0.000118292729894165	643	-3523	653.4677	-0.120564	0.040113	11.083333	120	36.454	0.000288	-0.000104	0.000329	0.0463	0.028275	131	159	154.7	162.4	532.3	430.6
TARA_N000001876	TARA_20110520Z	TARA_112	CAST	2011-06-15T00:55	-23.2189	-129.4997	DCM	SEQ-(500mL-or-15min)_W5-20	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	5-20	155	22.2614	24.328688125	0.2814	207.1	0.022861806	0.017828043	0	0.11	0.7	0.000157501	0.00623687	0.08	16.3819	0.77993	31.212614	109.912	22.8783884048462	0.000122348021250218	643	-3280	147.7183	-0.120564	0.040113	11.083333	120	35.94	0.000289	-0.000104	0.000334	0.0498	0.031817	131	159	154.7	162.4	532.3	430.6
TARA_N000001878	TARA_20110520Z	TARA_112	NET	2011-06-15T20:34	-23.2166	-129.6234	SRF	SEQ-(500mL-or-15min)_N20-180	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	20-180	5	24.3354	24.303862	0.23901	201.3	0.022861806	0.017828043	0	0.14	0.8	0.000157501	0.00623687	0.01	14.1518	0.87312	31.916397	101.305	23.1659679412842	0.000112651072413428	643	-3615	140.0982	-0.120564	0.040113	11.083333	120	36.451	0.000285	-0.000107	0.000308	0.0473	0.026725	131	159	154.7	162.4	532.3	430.6
TARA_N000001880	TARA_20110520Z	TARA_112	NET	2011-06-15T21:00	-23.2142	-129.6312	DCM	SEQ-(500mL-or-15min)_N20-180	Trades Biome	SPO	South Pacific Subtropical Gyre Province, North and South	20-180	170	21.4775	24.303862	0.23901	205.8	0.022861806	0.017828043	0.1	0.12	0.7	0.000157501	0.00623687	0.06	14.1518	0.77993	31.916397	109.912	23.1659679412842	0.000112651072413428	643	-3615	140.0982	-0.120564	0.040113	11.083333	120	35.843	0.000284	-0.000108	0.000303	0.0456	0.025045	131	159	154.7	162.4	532.3	430.6
